State Code,Facility Name,Number of Beds,Inpatient Revenue,Net Patient Revenue,Less Total Operating Expense,Inpatient PPS Amount,Allowable Bad Debts,Net Income from service to patients
TX,NORTH STAR RANCH REHABILITATION AND,65.0,2373217.0,2720676.0,3728735.0,498627.0,0.0,-1008059.0
TX,LARKSPUR,92.0,8517821.0,6298911.0,7399956.0,2409247.0,14314.0,-1101045.0
TX,WILLOW PARK REHABILITATION HEALTHCAR,110.0,4553229.0,4814968.0,5194639.0,321897.0,0.0,-379671.0
TX,WOOLDRIDGE PLACE NURSING CENTER,115.0,6956932.0,5868461.0,6263919.0,1377996.0,6422.0,-395458.0
TX,LA VIDA SERENA NURSING AND REHABILIT,120.0,5827615.0,5389558.0,5691866.0,1418117.0,15441.0,-302308.0
TX,SOUTHEAST NURSING & REHABILITATION C,116.0,5399977.0,3792382.0,5665448.0,337389.0,4275.0,-1873066.0
TX,RICHMOND SENIOR SERVICES  INC.,112.0,13234495.0,11938384.0,9624155.0,2932924.0,7062.0,2314229.0
TX,TOWN HALL ESTATES HILLSBORO INC,138.0,2933002.0,3301871.0,4511167.0,1035525.0,0.0,-1209296.0
TX,FOCUSED CARE AT PASADENA,125.0,7451581.0,6097430.0,6924780.0,736092.0,45008.0,-827350.0
TX,WESLEY COURT HEALTH CENTER,30.0,3271440.0,3672612.0,12327090.0,1887868.0,3210.0,-8654478.0
TX,GOLDEN CREEK HEALTHCARE AND REHABILI,125.0,5639417.0,6460243.0,6074830.0,630398.0,19997.0,385413.0
TX,THE SUMMIT AT LAKEWAY HEALTHCARE CTR,98.0,12589313.0,9023327.0,11596347.0,3456562.0,26864.0,-2573020.0
TX,SAGE TERRACE HEALTHCARE INC,124.0,9435425.0,8780700.0,8265596.0,2047374.0,3793.0,515104.0
TX,APPLE SPRINGS HEALTHCARE  INC.,122.0,4426772.0,3444504.0,3447054.0,791710.0,0.0,-2550.0
TX,ACCEL AT COLLEGE STATION,116.0,10079563.0,6618891.0,7488176.0,1575928.0,13270.0,-869285.0
TX,BRIDGEMOOR OF WEBSTER,70.0,19526063.0,7486529.0,10657817.0,4679310.0,20999.0,-3171288.0
TX,LE REVE REHABILITATION & MEMORY CARE,108.0,3152687.0,3152687.0,3985064.0,1250703.0,0.0,-832377.0
AZ,DESERT COVE NURSING CENTER,120.0,9650006.0,7109594.0,8013650.0,937341.0,679.0,-904056.0
AZ,PAYSON CARE CENTER,163.0,5971262.0,5971262.0,6472474.0,1317589.0,7149.0,-501212.0
AZ,MI CASA NURSING CENTER,180.0,11046014.0,9378478.0,10625340.0,1079163.0,-739.0,-1246862.0
AZ,LCC - NORTH GLENDALE,223.0,15844697.0,13674490.0,13288836.0,1340044.0,6716.0,385654.0
AZ,LIFE CARE CENTER OF TUCSON,162.0,13053767.0,10651003.0,11203469.0,1972264.0,23027.0,-552466.0
AR,GSS - HOT SPRINGS VILLAGE,68.0,7016981.0,5025776.0,7902765.0,929880.0,3168.0,-2876989.0
CA,MIRADA HILLS REHAB & CONV.,142.0,10808885.0,10348868.0,11831398.0,1101462.0,0.0,-1482530.0
CA,LIFE CARE CENTER OF MENIFEE,99.0,11903451.0,7081842.0,7906917.0,648561.0,4497.0,-825075.0
CO,AVALANCHE HEALTHCARE  INC.,106.0,10864304.0,7315035.0,7062837.0,630627.0,29495.0,252198.0
CO,AHC OF COLORADO SPRINGS,34.0,9786204.0,6587876.0,5921921.0,5936718.0,1946.0,665955.0
DE,NEW CASTLE HEALTH & REHAB CENTER LLC,120.0,13877554.0,12553705.0,12620123.0,1311150.0,13695.0,-66418.0
FL,ORCHID COVE AT DAYTONA,99.0,8308031.0,7658147.0,8972995.0,1006681.0,86064.0,-1314848.0
FL,ORCHID COVE AT CLEARWATER,120.0,9502585.0,8834782.0,11584779.0,965777.0,32585.0,-2749997.0
FL,ORCHID COVE AT LONGWOOD,120.0,13873181.0,12719784.0,12903092.0,2580111.0,51497.0,-183308.0
FL,ORCHID COVE AT PALM HARBOR,120.0,9619575.0,9000449.0,10523013.0,1126746.0,48306.0,-1522564.0
FL,ORCHID COVE AT OLDSMAR,120.0,7700376.0,7136515.0,9801135.0,1018044.0,47561.0,-2664620.0
FL,ORCHID COVE AT NEW PORT RICHEY,120.0,12561785.0,11076203.0,12037545.0,2081458.0,77514.0,-961342.0
FL,ORCHID COVE AT NAPLES,120.0,7702292.0,6982370.0,7819377.0,1350239.0,46760.0,-837007.0
FL,ORCHID COVE AT LAKE PLACID,180.0,14542520.0,13309986.0,15551774.0,2518466.0,73176.0,-2241788.0
FL,ORCHID COVE AT GULFSIDE,76.0,6972478.0,6806243.0,7757907.0,220229.0,45376.0,-951664.0
FL,ORCHID COVE AT LABELLE,93.0,11338594.0,10429659.0,10103220.0,1621555.0,69212.0,326439.0
FL,OAK HILL HEALTH & REHABILITATION LLC,109.0,7514141.0,5481609.0,7768792.0,4966147.0,0.0,-2287183.0
FL,THE LUXE AT JUPITER REHAB CENTER,129.0,3453235.0,2296216.0,6438458.0,2205884.0,0.0,-4142242.0
ID,GSS - MOSCOW VILLAGE,217.0,10755316.0,8430479.0,8463775.0,1350080.0,928.0,-33296.0
IL,PINE ACRES REHAB & LIVING CENTER  LL,119.0,5514381.0,4957158.0,5403853.0,1308986.0,105510.0,-446695.0
IN,WELLBROOKE OF CARMEL,109.0,10090050.0,8788704.0,9777931.0,2861168.0,9813.0,-989227.0
IA,GOOD SAMARITAN SOCIETY-WEST UNION,71.0,4410398.0,3262700.0,4035141.0,284856.0,11122.0,-772441.0
IA,GOOD SAMARITAN SOCIETY-VILLISCA,46.0,4124226.0,2822030.0,2826502.0,697426.0,15825.0,-4472.0
IA,GOOD SAMARITAN SOCIETY-ALGONA,106.0,8164961.0,6786115.0,7687875.0,616472.0,26836.0,-901760.0
IA,GOOD SAMARITAN SOCIETY- RED OAK,82.0,5080158.0,3581684.0,3801175.0,328698.0,20382.0,-219491.0
IA,GOOD SAMARITAN SOCIETY-ST. ANSGAR,42.0,4080831.0,3299259.0,3006923.0,656970.0,10576.0,292336.0
IA,GOOD SAMARITAN SOCIETY-FOREST CITY,56.0,3756615.0,2987733.0,3289635.0,350461.0,9586.0,-301902.0
IA,GOOD SAMARITAN SOCIETY-POSTVILLE,55.0,4560117.0,3612795.0,4229261.0,544881.0,12985.0,-616466.0
KS,AHC OF OVERLAND PARK,38.0,12022023.0,7700212.0,7600516.0,7158470.0,704.0,99696.0
KY,MAGNOLIA VILLAGE,60.0,6031179.0,5553986.0,5478913.0,1030414.0,7392.0,75073.0
MI,IOSCO COUNTY MEDICAL CARE FACILITY,78.0,7295635.0,5957738.0,7918952.0,597506.0,0.0,-1961214.0
MI,CLARE OPCO  LLC,92.0,9363887.0,7188141.0,7911631.0,1841070.0,492.0,-723490.0
MI,GOGEBIC MEDICAL CARE FACILITY,109.0,9962256.0,9910706.0,10772866.0,875353.0,0.0,-862160.0
MI,MARTHA T BERRY MEMORIAL CARE FACILIT,217.0,28168732.0,27058736.0,34216872.0,1199353.0,0.0,-7158136.0
MI,FRANKENMUTH OPCO  LLC,105.0,8975808.0,7274665.0,6783943.0,1879697.0,2393.0,490722.0
MI,WHITEHALL SNF LLC,125.0,12806433.0,8101139.0,10533193.0,2227096.0,0.0,-2432054.0
MI,LENAWEE COUNTY MEDICAL CARE FACILITY,144.0,16474693.0,11997516.0,16282435.0,1820190.0,0.0,-4284919.0
MI,WEST HICKORY HAVEN,101.0,9653117.0,6832869.0,8235422.0,338718.0,0.0,-1402553.0
MI,KALAMAZOO OPCO  LLC,39.0,5574335.0,4008742.0,3727837.0,295055.0,1408.0,280905.0
MI,MIDLAND OPCO  LLC,92.0,8490413.0,6538011.0,6978454.0,1341152.0,2484.0,-440443.0
MI,LANSING OPCO  LLC,85.0,7525464.0,5568194.0,6174882.0,879246.0,2001.0,-606688.0
MI,CASS CITY OPCO  LLC,80.0,7943082.0,6295049.0,6095892.0,1246815.0,4752.0,199157.0
MI,RIVERGATE HEALTH CARE CENTER,205.0,22885446.0,16044911.0,16979788.0,2906267.0,27277.0,-934877.0
MI,ZEELAND SKILLED NURSING FACILITY INC,138.0,15536290.0,12838328.0,14934804.0,1014436.0,0.0,-2096476.0
MI,NORTH WOODS NURSING CENTER,71.0,7888974.0,6074923.0,6674100.0,981707.0,0.0,-599177.0
MI,MT. PLEASANT OPCO  LLC,104.0,9006117.0,6881270.0,6966235.0,1472040.0,9411.0,-84965.0
MI,MARSHALL OPCO  LLC,98.0,9034151.0,7203570.0,7758553.0,1290117.0,12488.0,-554983.0
MI,OAKWOOD SKILLED NURSING,528.0,18778962.0,16469508.0,22245578.0,1798770.0,0.0,-5776070.0
MI,TAYLOR 2 OPCO  LLC,144.0,14303957.0,11190752.0,10181558.0,3409062.0,9282.0,1009194.0
MI,WESTWOOD OPCO  LLC,97.0,10195066.0,7382330.0,7899337.0,967110.0,15015.0,-517007.0
MI,HURON WOODS NURSING CENTER,60.0,6049099.0,4510772.0,5275878.0,497145.0,0.0,-765106.0
MI,WEST WOODS OF NILES,121.0,15195695.0,11497738.0,11832389.0,1107119.0,0.0,-334651.0
MI,WYOMING OPCO  LLC,80.0,10737574.0,8616266.0,8352625.0,1170214.0,12848.0,263641.0
MI,HOLLAND OPCO  LLC,77.0,10587688.0,8271207.0,8002015.0,524206.0,0.0,269192.0
MI,OKEMOS OPCO  LLC,100.0,10014243.0,6784249.0,6682333.0,1145110.0,7611.0,101916.0
MN,GOOD SAMARITAN SOCIETY HOWARD LAKE,32.0,5111282.0,4148694.0,3577815.0,592803.0,5850.0,570879.0
MN,GOOD SAMARITAN SOCIETY FALLS,78.0,6723178.0,6104775.0,6615843.0,396145.0,23324.0,-511068.0
MT,CONTINENTAL CARE AND REHABILITATION,100.0,6951584.0,5618394.0,6528377.0,1627952.0,0.0,-909983.0
NE,GOOD SAMARTAIN SOCIETY VALENTINE,74.0,1897910.0,1614983.0,2974553.0,71959.0,9452.0,-1359570.0
NM,MISSION ARCH CENTER,120.0,9131435.0,9709032.0,9557976.0,1899241.0,28638.0,151056.0
NY,RIVER VIEW REHAB AND NURSING CARE,77.0,8380446.0,8443036.0,6689780.0,2200772.0,0.0,1753256.0
NY,AVON NURSING HOME  LLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY,DAUGHTERS OF SARAH NURSING CENTER,210.0,31270454.0,20571136.0,21568639.0,2828032.0,11515.0,-997503.0
NY,NORTH GATE HEALTH CARE FACILITY,202.0,38687729.0,21714316.0,22307606.0,4823773.0,8484.0,-593290.0
NC,CITADEL AT MYERS PARK LLC,133.0,8068168.0,7359161.0,7837426.0,587555.0,100087.0,-478265.0
NC,ACCORDIUS HEALTH AT ASHEVILLE,77.0,6396675.0,5486424.0,5589649.0,626029.0,57814.0,-103225.0
NC,GIVENS HIGHLAND FARMS,60.0,20658656.0,20044619.0,18844521.0,300833.0,14080.0,1200098.0
OH,HOMESTEAD II HEALTHCARE GROUP  LLC,46.0,4001820.0,3451472.0,3519452.0,252878.0,11763.0,-67980.0
OH,CHAPEL HILL COMMUNITY,90.0,10238186.0,6865526.0,7599823.0,789660.0,18958.0,-734297.0
OH,MILL MANOR NURSING HOME,33.0,2510709.0,2510709.0,2672949.0,190571.0,12767.0,-162240.0
OH,CARLISLE MANOR,48.0,4455527.0,4134032.0,4060550.0,415322.0,22346.0,73482.0
OH,SPRINGFIELD HEALTHCARE GROUP  INC.,106.0,6046325.0,5448266.0,6243820.0,172786.0,23193.0,-795554.0
OH,GRAND RAPIDS HEALTHCARE GROUP LLC,32.0,3351965.0,2608546.0,2492420.0,186606.0,2226.0,116126.0
OH,ELIZABETH SCOTT COMMUNITY,60.0,6690528.0,5283659.0,5885573.0,987054.0,2041.0,-601914.0
OH,LUTHERAN VILLAGE AT WOLF CREEK,120.0,10475528.0,7529100.0,11117472.0,1265803.0,29941.0,-3588372.0
OH,ASTORIA HEALTHCARE GROUP,50.0,4144879.0,3611295.0,3751552.0,431710.0,17024.0,-140257.0
OH,SEVEN HILLS HEALTHCARE GROUP LLC,80.0,8516993.0,6007735.0,8147817.0,807644.0,19663.0,-2140082.0
OH,MONROE COUNTY OPERATING INC,49.0,2269592.0,2269592.0,2582423.0,472720.0,18371.0,-312831.0
OH,MENTOR RIDGE,99.0,15061434.0,11893751.0,11085593.0,4203440.0,18550.0,808158.0
OH,ROCKLAND RIDGE NURSING & REHAB,70.0,2195645.0,1827154.0,1796296.0,1114040.0,2783.0,30858.0
OK,MID-DEL SKILLED NURSING & THERAPY,61.0,2990826.0,3014951.0,3240859.0,432080.0,22919.0,-225908.0
OR,REGENCY GRESHAM NURSING & REHAB CTR,128.0,14328823.0,13935966.0,13731277.0,1714309.0,0.0,204689.0
OR,GSS - FAIRLAWN VILLAGE,201.0,14192182.0,11218503.0,10391340.0,826149.0,2387.0,827163.0
OR,REGENCY AT FLORENCE,72.0,6630980.0,6498624.0,6378395.0,1603601.0,4476.0,120229.0
OR,REGENCY ALBANY,74.0,6283965.0,6068894.0,6307335.0,1120351.0,0.0,-238441.0
OR,MEADOW PARK,92.0,3776988.0,3716693.0,5452536.0,562807.0,742.0,-1735843.0
OR,REGENCY HERMISTON NURSING & REHAB CT,105.0,10108722.0,9680135.0,9159459.0,3953208.0,19178.0,520676.0
OR,REGENCY CARE OF CENTRAL OREGON,46.0,5430579.0,5328772.0,5965660.0,241217.0,0.0,-636888.0
RI,MEDICAL HOMES OF RHODE ISLAND,122.0,14894089.0,11788430.0,12754804.0,3385666.0,0.0,-966374.0
RI,ROYAL MIDDLETOWN NURSING CENTER,50.0,3423863.0,3182256.0,4868376.0,800018.0,7051.0,-1686120.0
RI,CHERRY HILL MANOR,172.0,23510304.0,15224025.0,16650768.0,4091175.0,67216.0,-1426743.0
RI,PAWTUCKET CENTER,154.0,10078076.0,9516153.0,12320673.0,574471.0,2640.0,-2804520.0
TN,KIRBY PINES MANOR,120.0,34836853.0,26779105.0,29171152.0,2040519.0,25249.0,-2392047.0
TX,THE PALMS NURSING & REHABILITATION,204.0,7974480.0,7500756.0,7657703.0,942094.0,20613.0,-156947.0
TX,PALESTINE HEALTHCARE CENTER,102.0,4992649.0,4059524.0,3728483.0,286258.0,12067.0,331041.0
TX,GSS-LAKE FOREST,76.0,8929438.0,5068546.0,8506515.0,1168187.0,2745.0,-3437969.0
TX,VAN HEALTHCARE,60.0,3208159.0,3204054.0,3167577.0,788976.0,4105.0,36477.0
UT,STONEHENGE OF OREM,34.0,4908553.0,2428160.0,3249521.0,2031366.0,1670.0,-821361.0
UT,ASPEN RIDGE OF UTAH VALLEY,24.0,7700328.0,4944020.0,4615789.0,3055200.0,4349.0,328231.0
VA,SOUTH ROANOKE NURSING HOME INC,98.0,8829385.0,8608312.0,8888345.0,1403994.0,18550.0,-280033.0
WA,MCKAY HEALTHCARE & REHAB CENTER,42.0,2534937.0,2484863.0,3680743.0,271653.0,26113.0,-1195880.0
WA,MISSION HEALTHCARE AT RENTON,60.0,7224014.0,6650792.0,9349560.0,4246176.0,24672.0,-2698768.0
WI,AMERICAN LUTHERAN HOMES-MONDOVI,35.0,4464658.0,3927269.0,4071330.0,794887.0,0.0,-144061.0
WI,ROCK HAVEN,128.0,9804659.0,9379472.0,18135733.0,884159.0,0.0,-8756261.0
WI,AMERICAN LUTHERAN HOMES-MENOMONIE,37.0,3467700.0,2840235.0,3345411.0,889947.0,0.0,-505176.0
WI,GSS - SCANDIA VILLAGE,132.0,8035215.0,6758588.0,7673203.0,476704.0,0.0,-914615.0
WI,CARE-AGE OF BROOKFIELD,110.0,9353459.0,7992444.0,8881348.0,2413112.0,6493.0,-888904.0
WI,MARKESAN RESIDENT HOME,50.0,6071109.0,4900767.0,5500032.0,644052.0,0.0,-599265.0
WI,HALES CORNERS CARE CENTER,62.0,6328533.0,5962443.0,6325618.0,1595101.0,246.0,-363175.0
WI,VILLA MARINA HEALTH AND REHAB,72.0,6738821.0,6576136.0,7052767.0,2402778.0,0.0,-476631.0
WI,PLEASANT VIEW NURSING HOME,110.0,8690871.0,8420217.0,10258139.0,2071969.0,0.0,-1837922.0
TX,GREENVILLE NURSING CENTER,120.0,10131553.0,7534917.0,8047153.0,2474414.0,22906.0,-512236.0
TX,GSS - WHITE ACRES,128.0,10680750.0,6735890.0,9794783.0,821578.0,5067.0,-3058893.0
TX,FARWELL CARE & REHABILITATION,75.0,3448663.0,3120255.0,4139073.0,742323.0,0.0,-1018818.0
TX,WHISPERING OAKS REHAB & NURSING,98.0,5160989.0,3220344.0,3747079.0,613672.0,0.0,-526735.0
TX,COTTONWOOD NURSING & REHABILITATION,60.0,2618930.0,2853515.0,3358433.0,524013.0,5009.0,-504918.0
TX,ADVANCE REHABILITATION AND HEALTHCAR,123.0,10276171.0,7221344.0,8046357.0,1162722.0,23179.0,-825013.0
TX,LONE STAR RANCH REHABILITATION AND H,146.0,5644374.0,6792790.0,5439635.0,913783.0,2288.0,1353155.0
TX,GARDEN TERRACE ALZHEIMERS CENTER,120.0,5011514.0,5034208.0,6676565.0,1942574.0,58639.0,-1642357.0
TX,CIMARRON PLACE,120.0,6449442.0,5044778.0,6114017.0,1190974.0,1232.0,-1069239.0
TX,BAYOU PINES CARE CENTER,120.0,5911999.0,6184869.0,6415783.0,971928.0,0.0,-230914.0
TX,BRIDGEMOOR OF SAN ANTONIO,105.0,27235496.0,8731081.0,14391525.0,2660320.0,780.0,-5660444.0
TX,BRIDGEMOOR OF FORT WORTH,70.0,18589453.0,7376259.0,11919658.0,3013176.0,5881.0,-4543399.0
TX,MONT BELVIEU REHABILITATION & HEALTH,124.0,6365272.0,6365272.0,5860362.0,1998183.0,25843.0,504910.0
TX,SPRINGTOWN PARK NURSING AND CARE CEN,120.0,6122180.0,5106314.0,5036828.0,2459578.0,0.0,69486.0
AR,MORRILTON SNF OPS DBA BROOKRIDGE CO,118.0,5748656.0,5748656.0,6295939.0,619192.0,7606.0,-547283.0
AR,JOHNSON COUNTY HEALTH & REHAB LLC,140.0,9434612.0,7732851.0,10075565.0,1515304.0,12788.0,-2342714.0
AR,GARDNER NURSING AND REHABILITATION,95.0,4590464.0,4590464.0,5023985.0,910266.0,0.0,-433521.0
AR,LAKESIDE NURSING CENTER,75.0,6367422.0,5240858.0,6183716.0,707447.0,0.0,-942858.0
AR,NASHVILLE NURSING CENTER,70.0,4148774.0,3576762.0,3673065.0,714680.0,4224.0,-96303.0
AR,SPRING CREEK HEALTH AND REHAB,109.0,9016705.0,7587017.0,7002108.0,1974283.0,0.0,584909.0
AR,BARROW CREEK HEALTH AND REHAB,139.0,2359836.0,2796791.0,3347411.0,998150.0,1298.0,-550620.0
AR,CORNING THERAPY AND LIVING CENTER,84.0,4827510.0,4415103.0,4554300.0,623988.0,0.0,-139197.0
AR,HARRIS HEALTH AND REHAB,115.0,5272451.0,4640311.0,6971299.0,469204.0,5259.0,-2330988.0
CO,BEAR CREEK CENTER,180.0,13648318.0,11018128.0,14298699.0,155829.0,12358.0,-3280571.0
CO,LINDEN PLACE HEALTH AND REHAB,110.0,2655623.0,2655623.0,3719897.0,248303.0,6506.0,-1064274.0
CO,BROOKSIDE INN,120.0,10093927.0,8876404.0,10695146.0,138633.0,23047.0,-1818742.0
CO,VI AT HIGHLANDS RANCH,24.0,7422439.0,3812087.0,13175599.0,194616.0,0.0,-9363512.0
CT,SENIOR PHILANTHROPY OF MILFORD B LLC,120.0,16172511.0,9644674.0,9541839.0,1268271.0,0.0,102835.0
CT,SENIOR PHILANTHROPY OF DANBURY,120.0,17449270.0,10119327.0,12251410.0,736285.0,0.0,-2132083.0
CT,SENIOR PHILANTHROPY OF WESTPORT LLC,99.0,9317411.0,5627000.0,7602563.0,601036.0,0.0,-1975563.0
CT,SENIOR PHILANTHROPY OF MILFORD O LLC,120.0,23875958.0,14143824.0,13505770.0,3467907.0,0.0,638054.0
FL,INN AT SARASOTA BAY CLUB,44.0,7946560.0,7946414.0,8006929.0,3092246.0,0.0,-60515.0
FL,VI AT AVENTURA,40.0,7504290.0,4437343.0,14332128.0,2392186.0,0.0,-9894785.0
FL,TERRACINA III  LLC D/B/A THE GARDENS,30.0,5990793.0,4724684.0,5029951.0,4059236.0,0.0,-305267.0
LA,ST. JOSEPH CONTINUING CARE CENTER,130.0,10256682.0,7993365.0,8843398.0,1701336.0,0.0,-850033.0
MI,PORTAGE OPCO  LLC,120.0,13379989.0,9032851.0,10078502.0,697060.0,0.0,-1045651.0
MI,EAST LANSING OPCO LLC,102.0,7716541.0,6456319.0,6591423.0,895044.0,13984.0,-135104.0
PA,JEFFERSON HILLS HEALTHCARE AND REHAB,83.0,11166309.0,7441438.0,8295348.0,801401.0,27964.0,-853910.0
PA,SCOTTDALE HEALTHCARE AND REHAB,35.0,6329470.0,3614160.0,4622995.0,560790.0,19108.0,-1008835.0
WI,CROSSROADS CARE  CTR. OF WEST GREEN,105.0,7220577.0,7214143.0,6973138.0,1505257.0,0.0,241005.0
WI,ARIA OF WAUKESHA,105.0,6548710.0,6548710.0,6020469.0,1442967.0,0.0,528241.0
WI,CONGREGATIONAL HOME INC,66.0,16480738.0,12869824.0,13244665.0,2938824.0,0.0,-374841.0
CA,WILLOWS POST ACUTE,76.0,10919952.0,10072034.0,11221905.0,3898877.0,0.0,-1149871.0
CA,CORONA POST ACUTE LLC,176.0,18784937.0,16172601.0,20037072.0,2910755.0,0.0,-3864471.0
TX,JACKSONVILLE HEALTHCARE CENTER,53.0,2731136.0,2468158.0,2115617.0,360855.0,8824.0,352541.0
TX,HERITAGE OAKS,204.0,5566503.0,5489544.0,7372461.0,365668.0,0.0,-1882917.0
TX,COUNTRY MEADOWS NRS & REHAB CTR,96.0,3086379.0,3086379.0,4078635.0,388435.0,0.0,-992256.0
TX,ROWLETT CREEK HEALTHCARE  INC.,82.0,5897131.0,4925186.0,4728000.0,946942.0,7530.0,197186.0
TX,DIGNITY HEALTHCARE  LLC,115.0,4647599.0,4318993.0,4390506.0,700299.0,0.0,-71513.0
TX,LAWRENCE STREET HEALTH CARE CENTER,150.0,5919337.0,4331270.0,5850984.0,1057891.0,3872.0,-1519714.0
TX,LINDAN PARK CARE CENTER,138.0,5204778.0,5892683.0,6151190.0,1929811.0,1036.0,-258507.0
TX,GREENBRIER HEALTH CARE CENTER,114.0,4739088.0,4318656.0,4878743.0,1094461.0,9565.0,-560087.0
TX,COUNTRY TRAILS WELLNESS & REHAB CENT,120.0,4110641.0,5758519.0,6609110.0,1188902.0,2992.0,-850591.0
TX,BLACK RIDGE CANYON HEALTHCARE  INC.,110.0,9777813.0,8774176.0,6515299.0,1998777.0,6279.0,2258877.0
TX,TOWN HALL ESTATES WHITNEY INC,88.0,3445118.0,3841157.0,4039427.0,910536.0,0.0,-198270.0
TX,LTC OF AUSTIN I DBA COL BELLE SEALY,90.0,3773465.0,3668073.0,3752147.0,568883.0,0.0,-84074.0
TX,GROVETON NURSING HOME,47.0,3341834.0,3379215.0,3406121.0,1364062.0,0.0,-26906.0
TX,QUERENCIA AT BARTON CREEK,42.0,25816221.0,21522436.0,33674010.0,2836957.0,0.0,-12151574.0
TX,KENDALL HOUSE WELLNESS & REHAB,40.0,4942429.0,4147463.0,5496960.0,1885814.0,0.0,-1349497.0
TX,SPJST REST HOME #1,96.0,5529984.0,5529983.0,2911414.0,474080.0,0.0,2618569.0
TX,LAS ALTURAS DE PENITAS,130.0,2359787.0,1882472.0,2514306.0,664080.0,0.0,-631834.0
AL,MOUNT ROYAL TOWERS,143.0,6575706.0,6168449.0,9560414.0,380397.0,0.0,-3391965.0
AR,ADVANCED HEALTH & REBAB UNION COUNTY,122.0,3729583.0,3789345.0,4249871.0,563787.0,0.0,-460526.0
AR,OAK MANOR NURSING & REHAB CTR,120.0,5721149.0,4680172.0,6058363.0,838048.0,0.0,-1378191.0
AR,GREENBRIER NURSING AND REHABILITATIO,84.0,7046340.0,5505494.0,5808995.0,1004836.0,0.0,-303501.0
AR,LEGACY HEIGHTS NURSING & REHAB  LLC,122.0,6604776.0,5999133.0,6878043.0,682561.0,0.0,-878910.0
CO,CREEKSIDE VILLAGE HEALTH AND REHAB,120.0,3446975.0,3446975.0,3983785.0,316183.0,4471.0,-536810.0
CO,UPTOWN HEALTH CARE,79.0,8193534.0,7602481.0,7970852.0,117983.0,20255.0,-368371.0
CO,VALLEY VIEW CARE CENTER,60.0,5285127.0,4404216.0,5032114.0,88462.0,8876.0,-627898.0
CO,RIVERDALE REHAB,105.0,8074569.0,7346815.0,8419663.0,108964.0,25836.0,-1072848.0
FL,BAY VILLAGE OF SARASOTA,95.0,5952864.0,6309289.0,8119906.0,1552293.0,0.0,-1810617.0
IL,MAYFIELD CARE CENTER  LLC,156.0,5835211.0,5835211.0,6314362.0,1935678.0,307232.0,-479151.0
IN,WELLBROOKE OF AVON,114.0,10077835.0,8736457.0,9297546.0,3349691.0,86224.0,-561089.0
IN,WELLBROOKE OF CRAWFORDSVILLE,108.0,10974030.0,9375360.0,9177662.0,3548054.0,64492.0,197698.0
IN,WELLBROOKE OF SOUTH BEND,119.0,10053654.0,8937430.0,9494521.0,2825914.0,100031.0,-557091.0
IA,GOOD SAMARITAN SOCIETY-GEORGE,42.0,3647001.0,2787611.0,3156506.0,373964.0,7696.0,-368895.0
KS,GOOD SAMARITAN SOCIETY - DECATUR CTY,45.0,3593055.0,3376244.0,3195578.0,124908.0,5593.0,180666.0
MI,HEARTLAND-GEORGIAN EAST OF GROSSE PO,80.0,11398003.0,7117745.0,8727172.0,2556813.0,27813.0,-1609427.0
MI,LEELANAU OPCP  LLC,72.0,10180018.0,7424663.0,6841439.0,925474.0,0.0,583224.0
MI,GTC OPCO  LLC,125.0,15321456.0,11236576.0,10112079.0,3216069.0,11221.0,1124497.0
MI,ALPENA OPCO LLC,132.0,16064200.0,11543068.0,10359316.0,3066359.0,928.0,1183752.0
MI,SAULT STE MARIE OPCO  LLC,106.0,10133464.0,8068098.0,7900016.0,1878500.0,17531.0,168082.0
MI,TRAVERSE CITY OPCO  LLC,84.0,9162642.0,7079706.0,6529022.0,1015469.0,4327.0,550684.0
MI,GAYLORD OPCO  LLC,96.0,14327616.0,8399700.0,8095178.0,1155351.0,528.0,304522.0
MI,LUDINGTON OPCO  LLC,93.0,10388490.0,7203544.0,7440415.0,1619769.0,26483.0,-236871.0
MI,TAWAS CITY OPCO  LLC,85.0,8790083.0,6930045.0,6980563.0,1420383.0,7235.0,-50518.0
MI,MUNISING OPCO  INC,90.0,10123193.0,7243642.0,6967620.0,1006296.0,12308.0,276022.0
MI,ROGERS CITY OPCO  LLC,90.0,8501251.0,6240709.0,6612783.0,1672437.0,2854.0,-372074.0
MI,CHEBOYGAN OPCO LLC,85.0,8666309.0,5973808.0,6410270.0,1591861.0,1232.0,-436462.0
MI,GREEN VIEW OPCO  LLC,39.0,5019938.0,3876531.0,3294811.0,1294974.0,0.0,581720.0
NH,BIRCH HEALTHCARE CENTER,79.0,6224224.0,6430079.0,6765784.0,1281885.0,4040.0,-335705.0
NM,RED ROCKS,102.0,6298881.0,8080368.0,6567151.0,1456094.0,6512.0,1513217.0
NM,CASA DEL SOL CENTER,62.0,7088912.0,7186876.0,6293599.0,994361.0,0.0,893277.0
NM,CEDAR RIDGE INN,101.0,11552156.0,9761929.0,8279794.0,2868197.0,0.0,1482135.0
NM,LAGUNA RAINBOW NURSING CENTER,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,HAMDEN HEALTH CARE VENTURES,48.0,1572401.0,1211339.0,1819420.0,100981.0,29005.0,-608081.0
OH,HOLLY GLEN HEALTHCARE,100.0,5781644.0,4464432.0,7207923.0,370089.0,26289.0,-2743491.0
OH,REGINA HEALTH CENTER,152.0,12069730.0,7823778.0,12059414.0,792480.0,4081.0,-4235636.0
